episode,total_reward
140,-810.6756557677661
141,-788.5336110773266
142,-785.9771269802792
143,-760.7742755680002
144,-838.4696140607373
145,-764.7398933588307
146,-750.17175670393
147,-811.738093386442
148,-760.6526671719638
149,-773.0993680466917
150,-791.0908237785021
151,-750.0392126561337
152,-755.2142591653301
153,-808.5235291970041
154,-800.825190271242
155,-773.0800763265278
156,-775.4803125282419
157,-785.3457629262392
158,-753.2976923327143
159,-746.2183250605656
160,-763.6737068719133
161,-750.3141943096982
162,-752.9346784913007
163,-896.7559757930209
164,-821.6884136803243
165,-796.3672576110401
166,-790.4904656815266
167,-729.2654101211948
168,-738.8094245536608
169,-789.7185866903748
170,-749.4349554550491
171,-805.2919257203464
172,-706.1856846642418
173,-770.2183241514849
174,-767.1722516945342
175,-831.6053879980799
176,-836.7635349322229
177,-794.747344802412
178,-817.4902392282125
179,-823.8566011041014
180,-796.9559829739159
181,-816.886584577007
182,-881.5086876516334
183,-775.8392281954223
184,-806.7585748418159
185,-791.3343618828064
186,-777.6991310639978
187,-788.0068486504472
188,-773.5641512470436
189,-799.6760129377283
190,-839.8672983170212
191,-756.4005053282367
192,-786.7914883660641
193,-774.9889815057429
194,-798.2587663608982
195,-820.3378468548084
196,-779.3151869679601
197,-732.9454637656603
198,-798.8459313996638
199,-742.2893189130962
200,-807.6728679549904
201,-828.6694310008368
202,-815.1579797599936
203,-793.9985997922715
204,-806.2007869070111
205,-804.6361666328032
206,-765.3791875682643
207,-899.5017393840772
208,-810.642297916666
209,-771.99555382984
210,-793.9673657598087
211,-823.3897356643831
212,-794.8759102658871
213,-855.7366586653886
214,-811.1587859810215
215,-752.4284119199273
216,-801.9505764075839
217,-725.3214822008865
218,-843.2687543076986
219,-834.3593290797116
220,-815.9104421241514
221,-787.842137973549
222,-804.6448273599178
223,-798.89245349878
224,-761.7362763833438
225,-759.3354772442963
226,-789.292891622818
227,-747.6983993347368
228,-810.1175597372081
229,-779.4338144092605
230,-765.8227992014447
231,-767.9442356118691
232,-757.4402322964245
233,-810.1887059493819
234,-792.4167601321462
235,-826.3298542053525
236,-817.1738705754674
237,-791.1588555581391
238,-829.8296900025341
239,-783.4758378203655
240,-768.8807068007565
241,-755.0015954423086
242,-808.5752010757201
243,-775.1356366549817
244,-795.7246712839042
245,-820.6728562548013
246,-792.8821765220712
247,-792.0805201873427
248,-834.507934769014
249,-792.0411241438968
250,-777.0911944181761
251,-809.5411816769774
252,-814.4493059461126
253,-814.5705467282276
254,-775.1391387181011
255,-794.3693364148444
256,-833.771591494778
257,-823.1462660863488
