episode,total_reward
164,-205.84702312891534
165,-210.29744792483842
166,-207.0047897064425
167,-203.0183646634678
168,-204.89116782177808
169,-204.01281824905172
170,-217.63010746972773
171,-233.56395395732773
172,-209.24889003713164
173,-203.17166228021543
174,-214.12825018764488
175,-229.51901500555255
176,-200.39147558129096
177,-212.63896672175065
178,-215.52283220215554
179,-204.64282928419175
180,-198.29289911397632
181,-202.92531474756692
182,-217.1835231037506
183,-208.95617282019703
184,-210.49154186662298
185,-201.85510611657645
186,-205.09601889116976
187,-203.60473506267527
188,-215.86293858210928
189,-207.71167339314687
190,-197.3642584321868
191,-206.8890915294307
192,-210.8568079554288
193,-199.76448502554592
194,-215.99230862962906
195,-203.96589863356954
196,-212.53108292392824
197,-196.76155617594293
198,-202.81046655797263
199,-203.870202851032
200,-232.66765862131038
201,-222.0756048499393
202,-211.50811292083242
203,-198.56175189667658
204,-213.46577910773266
205,-216.3700790711159
206,-217.65060624558652
207,-216.58932347658882
208,-206.68755664558955
209,-208.78335564241044
210,-213.7328087774218
211,-207.95961003480684
212,-222.3750694308663
213,-228.92998242153573
214,-251.6599964151123
215,-216.88326462582802
216,-221.17661163100948
217,-211.232336403346
218,-204.66397612178136
219,-228.62734282474617
220,-229.54202829168207
221,-212.18793899520855
222,-225.7611918348677
223,-220.51295393639825
224,-200.19612274427124
225,-209.93283410293085
226,-202.46228971207555
227,-211.92697634660414
228,-203.56203780080463
229,-217.8702773941227
230,-208.63264759784124
231,-201.0368547830014
232,-191.47791614556314
233,-194.88507480129988
234,-200.26543493674282
235,-208.19770256983946
236,-230.928211126446
237,-203.40561699863304
238,-200.50988665594733
239,-199.21155160835036
240,-225.83452253768186
241,-207.0265437901408
242,-219.56820894324377
243,-213.80759149762136
244,-205.7645598352219
245,-213.97243150407562
246,-214.57315430889645
247,-195.3604988736926
248,-204.0900156740518
249,-208.93227619024924
250,-206.206688255686
251,-221.0240758413323
252,-219.09126430485873
253,-212.7693970118122
254,-208.18272000191044
255,-207.26622927197383
256,-211.1570382893326
257,-215.18756771691704
258,-207.13236142860882
259,-224.986103332254
260,-215.0391978374089
261,-224.19466887469218
262,-200.0931792392365
263,-217.44017083004104
264,-228.13319213995655
265,-208.58633845563827
266,-225.66849844441043
267,-206.84771071140017
268,-206.11331323408666
269,-215.66215656720644
270,-205.28425033633542
271,-210.5619836867333
272,-218.5636136434569
273,-204.73691005922217
274,-200.04218113317177
275,-219.65209916485585
276,-207.88004148792078
277,-220.12717200874658
278,-220.68753711700504
279,-221.40999347599376
280,-216.63063109225223
281,-225.4044779394309
282,-221.7035244501413
283,-241.18289744724106
284,-223.6987822254331
285,-223.99380791033082
286,-259.05473276161774
287,-222.18912608095178
288,-221.32146996245535
289,-222.68742160464723
290,-219.32194048421485
291,-217.81423060496587
292,-203.4369858476789
293,-208.2236910403334
294,-216.33890241216983
295,-237.8341786305686
296,-208.1632108288874
297,-206.2200391389328
298,-216.434100540711
299,-222.38507941445914
300,-212.7518058341199
301,-229.65254440005108
302,-222.2656171715212
303,-231.93171925706582
304,-209.16167475461646
305,-214.50192505170438
306,-145.8687523430083
307,-193.93454987306293
308,-223.10305353650756
309,-214.9847147074695
310,-210.50377336580829
311,-221.99251206090284
312,-219.39133503195433
313,-211.45204410134534
314,-362.3064863148718
315,-203.0249157744509
316,-220.39122371195856
317,-188.39890602066782
318,-212.91413779814044
319,-208.65687501442352
320,-205.20504971711506
321,-221.01481815948807
322,-206.20031328219406
323,-224.68730745775838
324,-219.66920343998555
325,-217.09502750072204
326,-212.01476268001596
327,-237.71854696571378
328,-213.58608576465346
329,-213.5161509166079
330,-244.08481814488277
331,-395.94882143907466
332,-225.41491698894083
333,-236.69418176057127
334,-227.41735438685828
335,-213.24864046919072
336,-205.0273819635425
337,-183.64954802484323
338,-154.22981838841602
339,-173.7155003197436
340,-220.7483133258624
341,-210.78162901612097
342,-223.43622999261854
343,-212.22931825714005
344,-228.18941342415658
345,-223.8612521423293
346,-211.90544942595045
347,-212.39200364889604
348,-219.79345801544383
349,-225.62194390311248
350,-214.9142691935046
351,-235.17447963782163
352,-212.78182398248532
353,-207.69344619457905
354,-205.01397993160697
