episode,total_reward
301,-551.6762786507607
302,-553.2788471579552
303,-526.4745605587959
304,-546.0646851658821
305,-544.9253025949001
306,-582.3388148248196
307,-558.7810573279858
308,-564.4130839407444
309,-581.5542151331902
310,-565.382371366024
311,-579.2604602575302
312,-584.0729462504387
313,-558.8950619995594
314,-571.5508686304092
315,-580.0617886483669
316,-563.9749197661877
317,-536.8859193921089
318,-543.5632686913013
319,-437.7363692522049
320,-566.8377555310726
321,-507.48327043652534
322,-563.5684384703636
