episode,total_reward
326,-951.3452967833091
327,-873.5254179482836
328,-833.9250077196427
329,-793.5955670259091
330,-802.5529373726004
331,-814.6970373277578
332,-767.3768317833587
333,-876.6446753744433
334,-754.0927565345712
335,-769.624812044734
336,-769.918460626982
337,-853.8088991292502
338,-792.4121876944243
339,-776.522467162413
340,-840.024008564144
341,-741.9294599726319
342,-859.466501161977
343,-871.6761072860744
344,-827.1562781344328
345,-787.1725561198061
346,-811.598673404503
347,-803.64310075074
348,-767.8050207001318
349,-840.2530855575934
350,-812.838048873068
351,-735.4524521647334
352,-825.817484428868
353,-806.934778124465
354,-849.5099210334417
355,-815.6616562192381
356,-870.6833422139362
357,-851.8399895080593
358,-801.1333705547222
359,-785.971410405335
360,-778.4405510768701
361,-747.4053868346642
362,-712.9547132907599
363,-846.8622388426794
364,-786.2890565630644
365,-748.771641390855
366,-785.3141858433297
367,-811.9776042642823
368,-802.36598522085
369,-794.8179909911728
370,-879.8161875726507
371,-822.8567296141125
372,-775.6762114697058
373,-806.2420137922604
374,-766.8611155496527
375,-812.2330560753732
376,-773.3588920125562
377,-828.0432209113081
378,-814.1375641820749
379,-812.4875235943556
380,-870.5187888155816
381,-849.6355133172299
382,-796.6810602247436
383,-779.009375556923
384,-817.6278495134613
385,-817.3454290274561
386,-775.309865886457
387,-834.4065002273063
388,-798.4269847426444
389,-798.3198172436528
390,-781.3005447072194
391,-792.3656360246054
392,-799.5366594747676
393,-828.387266936766
394,-849.5887048341868
395,-790.4598696367638
396,-837.9385236662802
397,-826.5924988701622
398,-822.3237217769778
399,-803.8593765718977
400,-890.9051628688181
401,-787.5631531483547
402,-800.4746600289496
403,-849.7040393568224
404,-754.723214770177
405,-801.4617479387143
406,-761.2191395120473
407,-861.7809930556598
408,-789.2973660702918
409,-768.7297452482521
410,-737.8894559698701
411,-752.0330330653169
412,-757.9686724634823
413,-682.9686783129686
414,-661.9857048398666
415,-665.5926477915175
416,-699.1898385555633
417,-686.0931266713499
418,-712.1085858960361
419,-700.9133454429218
420,-760.2407192381618
421,-687.009086725749
422,-707.7103107147527
423,-714.9819126474397
424,-717.5123829033007
425,-688.6081418778222
426,-705.2658988920559
427,-664.7029186536505
428,-686.2274419788157
429,-706.6606194666979
430,-718.7608693451964
431,-695.6680171102358
432,-757.4266688023347
433,-747.3880490987149
434,-750.3183224780009
435,-710.5005784758548
436,-716.4026785251255
437,-748.2643645981718
438,-684.8843513100906
439,-729.4052433720362
440,-738.2665291172914
441,-672.9064818444957
442,-721.1758205106688
443,-716.1393812187844
444,-745.1705377084536
445,-735.2938414501864
446,-742.7638429724267
447,-803.5356429249401
448,-806.3413806900145
449,-783.1741189703323
450,-763.9387063340005
451,-795.3838226715208
452,-796.3931822279931
453,-814.5576128788819
454,-809.7448775800307
455,-839.1570955442112
456,-772.6003479304459
457,-808.1121165442194
458,-776.8342209185691
459,-831.991797140078
460,-769.384764465381
461,-800.6260275158684
462,-772.601458234898
463,-785.0745360959401
464,-819.6993335959255
465,-803.7810211135976
466,-820.014834491153
467,-804.7584200857503
468,-848.2740716100197
469,-875.6277865627253
470,-812.8458657194461
471,-790.9910059553125
472,-791.7769222061085
473,-746.0508662646145
474,-916.1616599553566
475,-792.0059597072511
476,-791.2520761697645
477,-792.2295291044736
478,-783.766617239305
479,-760.379966823584
480,-833.7782371945578
481,-786.554554078151
482,-859.7556253869477
483,-828.9918137886999
484,-832.1331731145253
485,-813.9432030122193
486,-785.2623950374075
487,-781.7483093835173
488,-789.6958755609725
489,-840.0826072951174
490,-812.9703020978092
491,-829.6581842852213
492,-824.4064551371057
493,-852.1013775559225
494,-801.8344174969396
495,-797.9062538412113
496,-830.0723592805842
497,-814.454242556491
498,-780.0280622939893
499,-766.5445112953778
500,-849.7647308011902
501,-773.242328168186
502,-804.006404441174
503,-807.0602506471939
504,-769.6389379276602
